gdsn_attribute_name,gdsn_occurrences,gdsn_bms_ids,gdsn_data_type,gdsn_code_list,proposed_webvoc_property,proposed_webvoc_label,proposed_webvoc_range,match_percentage,suggestion_status,auto_emit,match_reasons,second_candidate,second_percentage,third_candidate,third_percentage,source_versions,review_note,review_consensus_status,reviewer_count,accept_count,needs_human_review_count,reject_count,no_equivalent_count,mean_reviewer_confidence,reviewer_decisions,recommended_action
packagingOwnerName,1,2170,string,,gs1:packaging,Has Packaging,gs1:PackagingDetails,60.1,review_candidate,false,matige naamgelijkenis (61%); gedeelde termen: packaging; datatype/range broadly compatible,gs1:packagingType,44.7,gs1:packagingDate,40.0,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,1,2,0,0,68.0,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
packagingRecyclingProcessTypeCode,1,2171,PackagingRecyclingProcessTypeCode,PackagingRecyclingProcessTypeCode,gs1:packagingRecyclingProcessType,Packaging Recycling Process Type,gs1:PackagingRecyclingProcessTypeCode,94.3,strong_candidate,false,"sterke naamgelijkenis (93%); gedeelde termen: packaging, process, recycling; definitie-overlap: compostable, could, energy, examples, packaging, process, programs, recoverable; datatype/range broadly compatible; codelijstsignaal",gs1:packagingRecyclingScheme,41.4,gs1:packaging,41.3,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",strong_accept_consensus,4,3,1,0,0,94.5,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=needs_human_review,Eligible for human promotion review; structure and codelists still required.
packagingRecyclingSchemeCode,1,2172,PackagingRecyclingSchemeCode,PackagingRecyclingSchemeCode,gs1:packagingRecyclingScheme,Packaging Recycling Scheme,gs1:PackagingRecyclingSchemeCode,88.7,review_candidate,false,"sterke naamgelijkenis (91%); gedeelde termen: packaging, recycling, scheme; definitie-overlap: applies, deposit, fall, packaging, recyclable, recycled, recycling, scheme; datatype/range broadly compatible",gs1:packagingRecyclingProcessType,46.4,gs1:packaging,43.6,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",strong_accept_consensus,4,3,1,0,0,91.5,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=needs_human_review,Eligible for human promotion review; structure and codelists still required.
packagingShapeCode,1,2175,PackagingShapeCode,PackagingShapeCode,gs1:packagingShape,Packaging Shape,gs1:PackagingShapeCode,86.6,review_candidate,false,"sterke naamgelijkenis (86%); gedeelde termen: packaging, shape; definitie-overlap: cone, depicting, example, package, shape; datatype/range broadly compatible",gs1:packaging,51.1,gs1:packagingType,40.7,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",strong_accept_consensus,4,3,1,0,0,90.2,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=needs_human_review,Eligible for human promotion review; structure and codelists still required.
packagingTypeCode,1,2186,PackageTypeCode,PackageTypeCode_GDSN,gs1:packagingType,Packaging Type,xsd:string,91.2,strong_candidate,false,"sterke naamgelijkenis (85%); gedeelde termen: packaging; definitie-overlap: any, defined, describe, display, dominant, handle, manufacturing, means; datatype/range broadly compatible; codelijstsignaal",gs1:packaging,73.4,gs1:packagingMaterialType,50.1,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",strong_accept_consensus,4,3,1,0,0,92.8,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=needs_human_review,Eligible for human promotion review; structure and codelists still required.
packagingWeight,3,2178 | 2600 | 2650,Measurement,,gs1:packaging,Has Packaging,gs1:PackagingDetails,61.8,review_candidate,false,"matige naamgelijkenis (70%); gedeelde termen: packaging; definitie-overlap: packaging, weight; datatype/range broadly compatible",gs1:packagingType,40.0,gs1:packagingDate,35.3,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",conflicted,3,0,2,0,1,63.7,antigravity=needs_human_review | gemini=needs_human_review | deepresearch=not_reviewed | chatgpt=no_equivalent,Keep review-only; resolve conflicting semantics or target property.
packagingWeight/@measurementUnitCode,3,2179 | 2601 | 2651,MeasurementUnitCode,MeasurementUnitCode_GDSN,gs1:unitCode,Measurement Unit,xsd:string,61.0,review_candidate,false,"matige naamgelijkenis (58%); gedeelde termen: measurement, unit; definitie-overlap: measure, unit, used; datatype/range broadly compatible; codelijstsignaal",gs1:packaging,34.6,gs1:packagingType,30.4,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,1,2,0,0,74.7,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
packagingWidth/@measurementUnitCode,1,2204,MeasurementUnitCode,MeasurementUnitCode_GDSN,gs1:unitCode,Measurement Unit,xsd:string,61.5,review_candidate,false,"matige naamgelijkenis (59%); gedeelde termen: measurement, unit; definitie-overlap: measure, unit, used; datatype/range broadly compatible; codelijstsignaal",gs1:packaging,35.0,gs1:packagingType,30.7,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,1,2,0,0,74.7,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
paymentTermsTypeCode,1,3366,PaymentTermsTypeCode,PaymentTermsTypeCode,gs1:paymentTerms,Payment Terms,xsd:string,81.1,review_candidate,false,"matige naamgelijkenis (71%); gedeelde termen: payment, terms; definitie-overlap: discount, example, expressed, payment, term; datatype/range broadly compatible",gs1:acceptedPaymentMethod,31.5,gs1:isOnlyWithPaymentCard,27.1,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",accept_consensus,4,2,1,0,0,83.7,antigravity=accept | gemini=accept | deepresearch=alternative gs1:isOnlyWithPaymentCard: no_equivalent | chatgpt=needs_human_review,Keep review-only until remaining reviewer concerns are resolved.
pegHorizontal/@measurementUnitCode,1,3754,MeasurementUnitCode,MeasurementUnitCode_GDSN,gs1:unitCode,Measurement Unit,xsd:string,62.0,review_candidate,false,"matige naamgelijkenis (60%); gedeelde termen: measurement, unit; definitie-overlap: measure, unit, used; datatype/range broadly compatible; codelijstsignaal",gs1:nutrientBasisQuantityType,18.0,gs1:value,16.5,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,1,2,0,0,75.0,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
pegVertical/@measurementUnitCode,1,3756,MeasurementUnitCode,MeasurementUnitCode_GDSN,gs1:unitCode,Measurement Unit,xsd:string,63.1,review_candidate,false,"matige naamgelijkenis (63%); gedeelde termen: measurement, unit; definitie-overlap: measure, unit, used; datatype/range broadly compatible; codelijstsignaal",gs1:nutrientBasisQuantityType,18.1,gs1:value,17.3,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,1,2,0,0,75.3,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
percentageOfAlcoholByVolume,1,352,decimal,,gs1:percentageOfAlcoholByVolume,Percentage of Alcohol Per Volume,xsd:float,100.0,strong_candidate,false,"exacte naam; gedeelde termen: alcohol, percentage, volume; definitie-overlap: alcohol, contained, percentage; datatype/range compatible",gs1:ingredientContentPercentage,32.3,gs1:fatpercentageInDryMatter,29.9,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",unanimous_accept,4,4,0,0,0,99.2,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=accept,Eligible for human promotion review; structure and codelists still required.
postalCode,27,1780 | 1880 | 1950 | 2033 | 2132 | 4850 | 4987 | 5203 | 5962 | 5968 | 5974 | 5980 | 5986 | 5992 | 5998 | 6004 | 6010 | 6016 | 6022 | 6028,string,,gs1:postalCode,Postal Code,xsd:string,100.0,strong_candidate,false,"exacte naam; gedeelde termen: postal; definitie-overlap: address, postal, specifying, text; datatype/range broadly compatible",gs1:postalName,53.5,gs1:address,38.8,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",strong_accept_consensus,4,3,0,0,0,99.3,antigravity=accept | gemini=accept | deepresearch=alternative gs1:postalName: needs_human_review | chatgpt=accept,Eligible for human promotion review; structure and codelists still required.
preparationConsumptionPrecautions,1,1375,Description1000,,gs1:preparationConsumptionPrecautions,Preparation Consumption Precautions,rdf:langString,100.0,strong_candidate,false,"exacte naam; gedeelde termen: consumption, precautions, preparation; definitie-overlap: additional, before, consumption, precautions, preparation, specifies, taken; datatype/range broadly compatible",gs1:preparationCode,35.9,gs1:preparationInstructions,28.8,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",unanimous_accept,4,4,0,0,0,99.2,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=accept,Eligible for human promotion review; structure and codelists still required.
preparationConsumptionPrecautions/@languageCode,1,1376,LanguageCode,LanguageCode,gs1:preparationConsumptionPrecautions,Preparation Consumption Precautions,rdf:langString,65.6,review_candidate,false,"sterke naamgelijkenis (81%); gedeelde termen: consumption, precautions, preparation; datatype/range broadly compatible",gs1:preparationCode,33.8,gs1:manufacturerPreparationCode,33.0,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",conflicted,3,1,1,0,1,84.3,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=no_equivalent,Keep review-only; resolve conflicting semantics or target property.
preparationInstructions,1,1377,Description5000,,gs1:preparationInstructions,Preparation Instructions,rdf:langString,100.0,strong_candidate,false,"exacte naam; gedeelde termen: instructions, preparation; definitie-overlap: before, how, prepare, serving; datatype/range broadly compatible",gs1:instructions,54.2,gs1:preparationCode,37.4,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",unanimous_accept,4,4,0,0,0,99.0,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=accept,Eligible for human promotion review; structure and codelists still required.
preparationInstructions/@languageCode,1,1378,LanguageCode,LanguageCode,gs1:preparationInstructions,Preparation Instructions,rdf:langString,61.5,review_candidate,false,"sterke naamgelijkenis (76%); gedeelde termen: instructions, preparation; datatype/range broadly compatible",gs1:instructions,41.9,gs1:fileLanguageCode,35.4,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",conflicted,3,1,1,0,1,83.0,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=no_equivalent,Keep review-only; resolve conflicting semantics or target property.
preparationStateCode,1,1717,PreparationTypeCode,PreparationTypeCode,gs1:preparationCode,Preparation Type Code,gs1:PreparationTypeCode,60.0,review_candidate,false,"matige naamgelijkenis (71%); gedeelde termen: preparation; definitie-overlap: information, nutrient, preparation, specifying, state, unprepared; datatype/range broadly compatible; codelijstsignaal",gs1:manufacturerPreparationCode,39.8,gs1:preparationInstructions,33.9,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,0,3,0,0,64.7,antigravity=needs_human_review | gemini=needs_human_review | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
preparationTypeCode,1,1379,PreparationTypeCode,PreparationTypeCode,gs1:preparationCode,Preparation Type Code,gs1:PreparationTypeCode,100.0,strong_candidate,false,exacte naam; gedeelde termen: preparation; datatype/range broadly compatible; codelijstsignaal,gs1:manufacturerPreparationCode,44.9,gs1:preparationInstructions,35.0,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",strong_accept_consensus,4,3,1,0,0,96.0,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=needs_human_review,Eligible for human promotion review; structure and codelists still required.
preservationTechniqueCode,2,1262 | 1312,PreservationTechniqueTypeCode,PreservationTechniqueTypeCode,gs1:preservationTechnique,Preservation Technique,gs1:PreservationTechniqueCode,88.4,review_candidate,false,"sterke naamgelijkenis (90%); gedeelde termen: preservation, technique; definitie-overlap: deterioration, indicating, preservation, preserve, technique, used; datatype/range broadly compatible",gs1:manufacturerPreparationCode,22.5,gs1:preparationCode,22.2,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",strong_accept_consensus,4,3,1,0,0,91.0,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=needs_human_review,Eligible for human promotion review; structure and codelists still required.
priceComparisonMeasurement/@measurementUnitCode,1,3331,MeasurementUnitCode,MeasurementUnitCode_GDSN,gs1:unitCode,Measurement Unit,xsd:string,60.0,review_candidate,false,"matige naamgelijkenis (55%); gedeelde termen: measurement, unit; definitie-overlap: measure, unit, used; datatype/range broadly compatible; codelijstsignaal",gs1:price,21.2,gs1:nutrientBasisQuantityType,19.0,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",human_review,3,1,2,0,0,74.3,antigravity=needs_human_review | gemini=accept | deepresearch=not_reviewed | chatgpt=needs_human_review,Keep review-only; authoritative standards review required.
priceValue,1,4546,Quantity,,gs1:price,Price Value,xsd:float,96.5,strong_candidate,false,exacte naam; gedeelde termen: price; datatype/range conflict,gs1:priceSpecification,30.0,gs1:priceCurrency,28.0,GDSN 3.1.36; WebVoc 1.17,"Heuristic candidate only; verify semantics, domain, range, cardinality and codelists before promotion.",strong_accept_consensus,4,3,1,0,0,91.5,antigravity=accept | gemini=accept | deepresearch=accept | chatgpt=needs_human_review,Eligible for human promotion review; structure and codelists still required.
